Year,Collocate,MI Score,Context,File,Directory,Context_Year,Frequency Filter
1747,theſe,4.19,"own opi- nions, Theſe are facts confider'd in themſelves in- dependently",rstl_1751_0066.txt,txt_rstl,1751.0,7.0
1747,theſe,4.19,with amazement on reading theſe facts : but my ſurprize was,rstl_1751_0013.txt,txt_rstl,1751.0,7.0
1747,theſe,4.19,"activity by evaporation. Theſe two facts plainly ſhew, how much precau-",rstl_1751_0013.txt,txt_rstl,1751.0,7.0
1747,theſe,4.19,"in the former, From theſe facts it is eaſy to draw",rstl_1755_0043.txt,txt_rstl,1755.0,7.0
1747,theſe,4.19,ever conſtant. Theſe were the facts ſtrongly atteſted by the com-,rstl_1755_0012.txt,txt_rstl,1755.0,7.0
1748,theſe,4.35,"own opi- nions, Theſe are facts confider'd in themſelves in- dependently",rstl_1751_0066.txt,txt_rstl,1751.0,8.0
1748,theſe,4.35,with amazement on reading theſe facts : but my ſurprize was,rstl_1751_0013.txt,txt_rstl,1751.0,8.0
1748,theſe,4.35,"activity by evaporation. Theſe two facts plainly ſhew, how much precau-",rstl_1751_0013.txt,txt_rstl,1751.0,8.0
1748,theſe,4.35,"in the former, From theſe facts it is eaſy to draw",rstl_1755_0043.txt,txt_rstl,1755.0,8.0
1748,theſe,4.35,ever conſtant. Theſe were the facts ſtrongly atteſted by the com-,rstl_1755_0012.txt,txt_rstl,1755.0,8.0
1748,theſe,4.35,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0012.txt,txt_rstl,1757.0,8.0
1748,theſe,4.35,laying before them all theſe facts above. mentioned ; | their,rstl_1757_0008.txt,txt_rstl,1757.0,8.0
1748,theſe,4.35,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0013.txt,txt_rstl,1757.0,8.0
1748,have,3.22,"the Reality | of certain Facts publiſhed-in 1raly, and which have",rstl_1749_0074.txt,txt_rstl,1749.0,8.0
1748,have,3.22,cate it to them. The facts therein mentioned have been \confirmed,rstl_1757_0025.txt,txt_rstl,1757.0,8.0
1748,have,3.22,cate it to them. The facts therein mentioned have been \confirmed,rstl_1757_0024.txt,txt_rstl,1757.0,8.0
1749,theſe,4.51,"own opi- nions, Theſe are facts confider'd in themſelves in- dependently",rstl_1751_0066.txt,txt_rstl,1751.0,7.0
1749,theſe,4.51,with amazement on reading theſe facts : but my ſurprize was,rstl_1751_0013.txt,txt_rstl,1751.0,7.0
1749,theſe,4.51,"activity by evaporation. Theſe two facts plainly ſhew, how much precau-",rstl_1751_0013.txt,txt_rstl,1751.0,7.0
1749,theſe,4.51,"in the former, From theſe facts it is eaſy to draw",rstl_1755_0043.txt,txt_rstl,1755.0,7.0
1749,theſe,4.51,ever conſtant. Theſe were the facts ſtrongly atteſted by the com-,rstl_1755_0012.txt,txt_rstl,1755.0,7.0
1749,theſe,4.51,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0012.txt,txt_rstl,1757.0,7.0
1749,theſe,4.51,laying before them all theſe facts above. mentioned ; | their,rstl_1757_0008.txt,txt_rstl,1757.0,7.0
1749,theſe,4.51,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0013.txt,txt_rstl,1757.0,7.0
1749,have,3.21,"the Reality | of certain Facts publiſhed-in 1raly, and which have",rstl_1749_0074.txt,txt_rstl,1749.0,7.0
1749,have,3.21,cate it to them. The facts therein mentioned have been \confirmed,rstl_1757_0025.txt,txt_rstl,1757.0,7.0
1749,have,3.21,cate it to them. The facts therein mentioned have been \confirmed,rstl_1757_0024.txt,txt_rstl,1757.0,7.0
1750,theſe,4.5,"own opi- nions, Theſe are facts confider'd in themſelves in- dependently",rstl_1751_0066.txt,txt_rstl,1751.0,8.0
1750,theſe,4.5,with amazement on reading theſe facts : but my ſurprize was,rstl_1751_0013.txt,txt_rstl,1751.0,8.0
1750,theſe,4.5,"activity by evaporation. Theſe two facts plainly ſhew, how much precau-",rstl_1751_0013.txt,txt_rstl,1751.0,8.0
1750,theſe,4.5,"in the former, From theſe facts it is eaſy to draw",rstl_1755_0043.txt,txt_rstl,1755.0,8.0
1750,theſe,4.5,ever conſtant. Theſe were the facts ſtrongly atteſted by the com-,rstl_1755_0012.txt,txt_rstl,1755.0,8.0
1750,theſe,4.5,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0012.txt,txt_rstl,1757.0,8.0
1750,theſe,4.5,laying before them all theſe facts above. mentioned ; | their,rstl_1757_0008.txt,txt_rstl,1757.0,8.0
1750,theſe,4.5,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0013.txt,txt_rstl,1757.0,8.0
1750,theſe,4.5,and * Many of theſe faCts are colleQted together in the,rstl_1759_0057.txt,txt_rstl,1759.0,8.0
1750,theſe,4.5,"ſome ages. 7. Both theſe facts ſufficiently appear, from the accounts",rstl_1759_0057.txt,txt_rstl,1759.0,8.0
1750,have,3.07,cate it to them. The facts therein mentioned have been \confirmed,rstl_1757_0025.txt,txt_rstl,1757.0,8.0
1750,have,3.07,cate it to them. The facts therein mentioned have been \confirmed,rstl_1757_0024.txt,txt_rstl,1757.0,8.0
1752,theſe,4.56,"in the former, From theſe facts it is eaſy to draw",rstl_1755_0043.txt,txt_rstl,1755.0,8.0
1752,theſe,4.56,ever conſtant. Theſe were the facts ſtrongly atteſted by the com-,rstl_1755_0012.txt,txt_rstl,1755.0,8.0
1752,theſe,4.56,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0012.txt,txt_rstl,1757.0,8.0
1752,theſe,4.56,laying before them all theſe facts above. mentioned ; | their,rstl_1757_0008.txt,txt_rstl,1757.0,8.0
1752,theſe,4.56,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0013.txt,txt_rstl,1757.0,8.0
1752,theſe,4.56,and * Many of theſe faCts are colleQted together in the,rstl_1759_0057.txt,txt_rstl,1759.0,8.0
1752,theſe,4.56,"ſome ages. 7. Both theſe facts ſufficiently appear, from the accounts",rstl_1759_0057.txt,txt_rstl,1759.0,8.0
1754,theſe,4.63,"in the former, From theſe facts it is eaſy to draw",rstl_1755_0043.txt,txt_rstl,1755.0,7.0
1754,theſe,4.63,ever conſtant. Theſe were the facts ſtrongly atteſted by the com-,rstl_1755_0012.txt,txt_rstl,1755.0,7.0
1754,theſe,4.63,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0012.txt,txt_rstl,1757.0,7.0
1754,theſe,4.63,laying before them all theſe facts above. mentioned ; | their,rstl_1757_0008.txt,txt_rstl,1757.0,7.0
1754,theſe,4.63,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0013.txt,txt_rstl,1757.0,7.0
1754,theſe,4.63,and * Many of theſe faCts are colleQted together in the,rstl_1759_0057.txt,txt_rstl,1759.0,7.0
1754,theſe,4.63,"ſome ages. 7. Both theſe facts ſufficiently appear, from the accounts",rstl_1759_0057.txt,txt_rstl,1759.0,7.0
1755,theſe,4.61,"in the former, From theſe facts it is eaſy to draw",rstl_1755_0043.txt,txt_rstl,1755.0,8.0
1755,theſe,4.61,ever conſtant. Theſe were the facts ſtrongly atteſted by the com-,rstl_1755_0012.txt,txt_rstl,1755.0,8.0
1755,theſe,4.61,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0012.txt,txt_rstl,1757.0,8.0
1755,theſe,4.61,laying before them all theſe facts above. mentioned ; | their,rstl_1757_0008.txt,txt_rstl,1757.0,8.0
1755,theſe,4.61,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0013.txt,txt_rstl,1757.0,8.0
1755,theſe,4.61,and * Many of theſe faCts are colleQted together in the,rstl_1759_0057.txt,txt_rstl,1759.0,8.0
1755,theſe,4.61,"ſome ages. 7. Both theſe facts ſufficiently appear, from the accounts",rstl_1759_0057.txt,txt_rstl,1759.0,8.0
1756,theſe,4.19,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0012.txt,txt_rstl,1757.0,7.0
1756,theſe,4.19,laying before them all theſe facts above. mentioned ; | their,rstl_1757_0008.txt,txt_rstl,1757.0,7.0
1756,theſe,4.19,"retiring, If all theſe different facts be compared together, it will",rstl_1757_0013.txt,txt_rstl,1757.0,7.0
1756,theſe,4.19,and * Many of theſe faCts are colleQted together in the,rstl_1759_0057.txt,txt_rstl,1759.0,7.0
1756,theſe,4.19,"ſome ages. 7. Both theſe facts ſufficiently appear, from the accounts",rstl_1759_0057.txt,txt_rstl,1759.0,7.0
1769,theſe,4.18,"principal uſe of all theſe facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0,10.0
1769,theſe,4.18,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1769,theſe,4.18,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1769,theſe,4.18,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1769,theſe,4.18,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1770,theſe,4.2,"principal uſe of all theſe facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0,10.0
1770,theſe,4.2,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1770,theſe,4.2,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1770,theſe,4.2,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1770,theſe,4.2,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1770,theſe,4.2,"not then conclude, that theſe faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0,10.0
1771,theſe,4.24,"principal uſe of all theſe facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0,10.0
1771,theſe,4.24,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1771,theſe,4.24,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1771,theſe,4.24,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1771,theſe,4.24,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1771,theſe,4.24,"not then conclude, that theſe faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0,10.0
1771,theſe,4.24,"miles from Veſuvius #, Theſe facts ſeem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0,10.0
1772,theſe,4.19,"principal uſe of all theſe facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0,10.0
1772,theſe,4.19,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1772,theſe,4.19,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1772,theſe,4.19,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1772,theſe,4.19,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1772,theſe,4.19,"not then conclude, that theſe faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0,10.0
1772,theſe,4.19,"miles from Veſuvius #, Theſe facts ſeem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0,10.0
1773,theſe,4.28,"principal uſe of all theſe facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0,10.0
1773,theſe,4.28,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1773,theſe,4.28,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1773,theſe,4.28,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1773,theſe,4.28,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1773,theſe,4.28,"not then conclude, that theſe faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0,10.0
1773,theſe,4.28,"miles from Veſuvius #, Theſe facts ſeem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0,10.0
1774,theſe,4.33,"principal uſe of all theſe facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0,10.0
1774,theſe,4.33,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1774,theſe,4.33,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1774,theſe,4.33,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1774,theſe,4.33,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1774,theſe,4.33,"not then conclude, that theſe faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0,10.0
1774,theſe,4.33,"miles from Veſuvius #, Theſe facts ſeem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0,10.0
1775,theſe,4.36,"principal uſe of all theſe facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0,10.0
1775,theſe,4.36,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1775,theſe,4.36,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1775,theſe,4.36,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1775,theſe,4.36,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1775,theſe,4.36,"not then conclude, that theſe faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0,10.0
1775,theſe,4.36,"miles from Veſuvius #, Theſe facts ſeem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0,10.0
1776,theſe,4.43,"than 45, Again, theſe two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0,10.0
1776,theſe,4.43,are ſurprizing fa&ts: yet theſe faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0,10.0
1776,theſe,4.43,the laſt obſer- vation. Theſe facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0,10.0
1776,theſe,4.43,"phial of air. O Theſe facts are very curious, intereſting, -and",rstl_1778_0013.txt,txt_rstl,1778.0,10.0
1776,theſe,4.43,"not then conclude, that theſe faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0,10.0
1776,theſe,4.43,"miles from Veſuvius #, Theſe facts ſeem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0,10.0
1785,these,6.28,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0,8.0
1785,these,6.28,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0,8.0
1785,these,6.28,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0,8.0
1785,these,6.28,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0,8.0
1785,these,6.28,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0,8.0
1785,these,6.28,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0,8.0
1785,these,6.28,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0,8.0
1785,these,6.28,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0,8.0
1786,these,5.57,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0,8.0
1786,these,5.57,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0,8.0
1786,these,5.57,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0,8.0
1786,these,5.57,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0,8.0
1786,these,5.57,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0,8.0
1786,these,5.57,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0,8.0
1786,these,5.57,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0,8.0
1786,these,5.57,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0,8.0
1786,these,5.57,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0,8.0
1786,these,5.57,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0,8.0
1787,these,5.16,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0,8.0
1787,these,5.16,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0,8.0
1787,these,5.16,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0,8.0
1787,these,5.16,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0,8.0
1787,these,5.16,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0,8.0
1787,these,5.16,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0,8.0
1787,these,5.16,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0,8.0
1787,these,5.16,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0,8.0
1787,these,5.16,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0,8.0
1787,these,5.16,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0,8.0
1787,these,5.16,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0,8.0
1788,these,5.11,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0,8.0
1788,these,5.11,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0,8.0
1788,these,5.11,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0,8.0
1788,these,5.11,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0,8.0
1788,these,5.11,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0,8.0
1788,these,5.11,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0,8.0
1788,these,5.11,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0,8.0
1788,these,5.11,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0,8.0
1788,these,5.11,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0,8.0
1788,these,5.11,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0,8.0
1788,these,5.11,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0,8.0
1788,these,5.11,"sxame mass are black. These facts seem sufficient to prove, that",rstl_1797_0021.txt,txt_rstl,1797.0,8.0
1788,these,5.11,"portion of gas, both these facts were sufficiently apparent ; but-",rstl_1797_0020.txt,txt_rstl,1797.0,8.0
1788,these,5.11,"animal is composed. To these facts we may add, that the",rstl_1797_0009.txt,txt_rstl,1797.0,8.0
1788,these,5.11,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0,8.0
1788,these,5.11,the same conse- quence. These facts militate strongly against the possibility,rstl_1797_0009.txt,txt_rstl,1797.0,8.0
1789,these,4.83,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0,9.0
1789,these,4.83,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0,9.0
1789,these,4.83,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0,9.0
1789,these,4.83,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0,9.0
1789,these,4.83,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0,9.0
1789,these,4.83,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0,9.0
1789,these,4.83,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0,9.0
1789,these,4.83,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0,9.0
1789,these,4.83,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0,9.0
1789,these,4.83,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0,9.0
1789,these,4.83,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0,9.0
1789,these,4.83,"sxame mass are black. These facts seem sufficient to prove, that",rstl_1797_0021.txt,txt_rstl,1797.0,9.0
1789,these,4.83,"portion of gas, both these facts were sufficiently apparent ; but-",rstl_1797_0020.txt,txt_rstl,1797.0,9.0
1789,these,4.83,"animal is composed. To these facts we may add, that the",rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1789,these,4.83,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1789,these,4.83,the same conse- quence. These facts militate strongly against the possibility,rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1790,these,4.58,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0,9.0
1790,these,4.58,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0,9.0
1790,these,4.58,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0,9.0
1790,these,4.58,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0,9.0
1790,these,4.58,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0,9.0
1790,these,4.58,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0,9.0
1790,these,4.58,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0,9.0
1790,these,4.58,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0,9.0
1790,these,4.58,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0,9.0
1790,these,4.58,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0,9.0
1790,these,4.58,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0,9.0
1790,these,4.58,"sxame mass are black. These facts seem sufficient to prove, that",rstl_1797_0021.txt,txt_rstl,1797.0,9.0
1790,these,4.58,"portion of gas, both these facts were sufficiently apparent ; but-",rstl_1797_0020.txt,txt_rstl,1797.0,9.0
1790,these,4.58,"animal is composed. To these facts we may add, that the",rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1790,these,4.58,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1790,these,4.58,the same conse- quence. These facts militate strongly against the possibility,rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1790,some,3.77,C91 7 II. Some Facts relative to the late Mr.,rstl_1794_0005.txt,txt_rstl,1794.0,9.0
1790,some,3.77,I shall ad- duce some facts in favour of it; they,rstl_1796_0001.txt,txt_rstl,1796.0,9.0
1790,some,3.77,to mention some of those facts relating to it which scem,rstl_1797_0013.txt,txt_rstl,1797.0,9.0
1790,some,3.77,"2 But though some important facts are clearly ascertained, = there",rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1790,some,3.77,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0,9.0
1790,some,3.77,"substances; but, as some remarkable facts were ascertained, I have now",rstl_1799_0019.txt,txt_rstl,1799.0,9.0
1791,these,4.35,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0,9.0
1791,these,4.35,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0,9.0
1791,these,4.35,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0,9.0
1791,these,4.35,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0,9.0
1791,these,4.35,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0,9.0
