Context,Collocate,File,Directory,Year
"theory, partly owing to the fact that the results of their",owing,rsta_1919_0001.txt,txt_rsta,1919
is diminished owing to the fact that differential readings of temperature,owing,rsta_1919_0004.txt,txt_rsta,1919
valve thermometer owing to the fact that the former was more,owing,rsta_1919_0004.txt,txt_rsta,1919
"pressure amplitudes, owing to the fact that in the latter case",owing,rsta_1919_0004.txt,txt_rsta,1919
not determinate owing to the fact that the face opposite the,owing,rsta_1919_0004.txt,txt_rsta,1919
large error owing to the fact that the connecting tubes (and,owing,rsta_1919_0005.txt,txt_rsta,1919
but as a matter of fact the epithelial sheath of the,matter,rstb_1911_0006.txt,txt_rstb,1911
train. As a matter of fact the problems already solved were,matter,rsta_1911_0005.txt,txt_rsta,1911
but as a matter of fact this same homogeneous structure is,matter,rsta_1912_0008.txt,txt_rsta,1912
but as a matter of fact it would take a number,matter,rstb_1913_0006.txt,txt_rstb,1913
lead. As a matter of fact we fail to find it.,matter,rstb_1914_0019.txt,txt_rstb,1914
seams. As a matter of fact these coals do not all,matter,rstb_1914_0009.txt,txt_rstb,1914
"Coalfields. As a matter of fact they are not, as their",matter,rstb_1914_0009.txt,txt_rstb,1914
matter is indicated by the fact * For this suggestion we,matter,rsta_1914_0004.txt,txt_rsta,1914
| As a matter of fact a simple blood-contact in the,matter,rstb_1915_0004.txt,txt_rstb,1915
flowers.” (As a matter of fact the actual difference in flowering,matter,rstb_1918_0005.txt,txt_rstb,1918
"be expected, owing to the fact that small but negligible traces",that,rstb_1911_0003.txt,txt_rstb,1911
be accounted for by the fact that there must be substances,that,rstb_1911_0003.txt,txt_rstb,1911
both cases due to the fact that the power is slightly,that,rstb_1911_0003.txt,txt_rstb,1911
they are parathyroid is the fact that embryologists have not observed,that,rstb_1911_0002.txt,txt_rstb,1911
be simply due to the fact that the epithelial cells contain,that,rstb_1911_0002.txt,txt_rstb,1911
series of mammals reveals the fact that the fundamental histological features,that,rstb_1911_0002.txt,txt_rstb,1911
Vincentt lays stress upon the fact that the two structures are,that,rstb_1911_0002.txt,txt_rstb,1911
"R. McCarrison, I.M.S., “deplored the fact that for the last few",that,rstb_1911_0002.txt,txt_rstb,1911
"few scattered vesicles, and the fact that the epithelium lining the",that,rstb_1911_0002.txt,txt_rstb,1911
still more complex by the fact that each of the two,that,rstb_1911_0005.txt,txt_rstb,1911
receives further support from the fact that the microsporangia in the,that,rstb_1911_0005.txt,txt_rstb,1911
"the microsporangia are foliar, a fact which seems to suggest that",that,rstb_1911_0005.txt,txt_rstb,1911
be remarked as an interesting fact that if a portion of,that,rstb_1911_0007.txt,txt_rstb,1911
dependent upon (a) the obvious fact that Euglena is capable of,that,rstb_1911_0007.txt,txt_rstb,1911
"Gravity. It is a well-known fact that Euglena, in common with",that,rstb_1911_0007.txt,txt_rstb,1911
to be proved by the fact that the aggregation takes place,that,rstb_1911_0007.txt,txt_rstb,1911
of Molecular Forces. Cohesion Figures.-The fact that the organism is heavier,that,rstb_1911_0007.txt,txt_rstb,1911
"the organism, Except for the fact that the cells of Euglena",that,rstb_1911_0007.txt,txt_rstb,1911
appears to depend upon the fact that a thin film of,that,rstb_1911_0007.txt,txt_rstb,1911
This is explained by the fact that the upward movement brings,that,rstb_1911_0007.txt,txt_rstb,1911
"to be covered, and the fact that the upward movement is",that,rstb_1911_0007.txt,txt_rstb,1911
form seems indicated by the fact that its host was a,that,rstb_1911_0001.txt,txt_rstb,1911
Leptosporangiate tracheids. Owing to the fact that all the sections are,that,rstb_1911_0001.txt,txt_rstb,1911
more efficient. It remains a fact that the closeness of the,that,rstb_1911_0001.txt,txt_rstb,1911
the inner flesh. Notwithstanding the fact that the nucellus stood free,that,rstb_1911_0001.txt,txt_rstb,1911
affinity are complicated by the fact that the seeds were borne,that,rstb_1911_0001.txt,txt_rstb,1911
slightly different levels. Consequently the fact that only one branch strand,that,rstb_1911_0001.txt,txt_rstb,1911
in the Cretaceous period. The fact that the living genus Cunninghamia,that,rstb_1911_0001.txt,txt_rstb,1911
"cut, and also to the fact that at the base the",that,rstb_1911_0001.txt,txt_rstb,1911
we do not forget the fact that no final decision can,that,rstb_1911_0001.txt,txt_rstb,1911
point may depend on the fact that the outer part of,that,rstb_1911_0001.txt,txt_rstb,1911
seems to point to the fact that the ovaries were all,that,rstb_1911_0001.txt,txt_rstb,1911
slide 1 YA establishes the fact that they belong to the,that,rstb_1911_0001.txt,txt_rstb,1911
"Cretaceous, Hokkaido, Japan. Conclusion. The fact that we are describing a",that,rstb_1911_0001.txt,txt_rstb,1911
case. In view of the fact that the Cretaceous flora is,that,rstb_1911_0001.txt,txt_rstb,1911
chief interest lies in the fact that it bore seeds in,that,rstb_1911_0001.txt,txt_rstb,1911
We must now recognise the fact that a true fibrous commissura,that,rstb_1911_0006.txt,txt_rstb,1911
has been called to the fact that in mammals the recessus,that,rstb_1911_0006.txt,txt_rstb,1911
is rendered untenable by the fact that the shape of the,that,rstb_1911_0006.txt,txt_rstb,1911
of the cerebro-spinal fluid. The fact that it was interpreted as,that,rstb_1911_0006.txt,txt_rstb,1911
"very strongly marked, and the fact that the primary vesicle also",that,rstb_1911_0006.txt,txt_rstb,1911
two is emphasised by the fact that the retina gradually thins,that,rstb_1911_0006.txt,txt_rstb,1911
"of the infundibulum, while the fact that such cells also occur",that,rstb_1911_0006.txt,txt_rstb,1911
"pineal eye, and perhaps the fact that pigment may appear in",that,rstb_1911_0006.txt,txt_rstb,1911
"in the nest. Moreover, the fact that wandering pigment-cells occur both",that,rstb_1911_0006.txt,txt_rstb,1911
the two consists in the fact that in the lateral eye,that,rstb_1911_0006.txt,txt_rstb,1911
situated. More important is the fact that in the lamprey the,that,rstb_1911_0006.txt,txt_rstb,1911
is further supported by the fact that it is. provided with,that,rstb_1911_0006.txt,txt_rstb,1911
"and, above all, by the fact that the over- lying connective",that,rstb_1911_0006.txt,txt_rstb,1911
in the lamprey.* © The fact that the parietal eye itself,that,rstb_1911_0006.txt,txt_rstb,1911
apparently did not recognise the fact that with the “ Gliastrang”,that,rstb_1911_0006.txt,txt_rstb,1911
this may account for the fact that the latter gives off,that,rstb_1911_0006.txt,txt_rstb,1911
"well shown, owing to the fact that the sections were stained",that,rstb_1911_0006.txt,txt_rstb,1911
it is associated with the fact that at this point a,that,rstb_1911_0006.txt,txt_rstb,1911
may sufficiently account for the fact that its nerve is apparently,that,rstb_1911_0006.txt,txt_rstb,1911
this extreme case in the fact that a short time only,that,rsta_1911_0002.txt,txt_rsta,1911
the period of repetition. The fact that the hysteresis loop is,that,rsta_1911_0002.txt,txt_rsta,1911
prediction was complicated by the fact that the hysteresis loop did,that,rsta_1911_0002.txt,txt_rsta,1911
"extension, in spite of the fact that extension of thousands of",that,rsta_1911_0002.txt,txt_rsta,1911
"Observatory, Potsdam, reasoning from the fact that the strongest lines of",that,rsta_1911_0010.txt,txt_rsta,1911
material is shown by the fact that the weighings taken immediately,that,rsta_1911_0011.txt,txt_rsta,1911
also be inferred from the fact that when the above experiment,that,rsta_1911_0011.txt,txt_rsta,1911
"the whole 11 years, a fact that should be borne in",that,rsta_1911_0008.txt,txt_rsta,1911
will carry conviction of the fact that the main features of,that,rsta_1911_0008.txt,txt_rsta,1911
This is due to the fact that the increase in the,that,rsta_1911_0008.txt,txt_rsta,1911
few outside as possible. The fact that Ryppere’s formula contains two,that,rsta_1911_0003.txt,txt_rsta,1911
particular formula on the mere fact that it reproduces the observed,that,rsta_1911_0003.txt,txt_rsta,1911
"order at once, e.g., the fact that the D lines in",that,rsta_1911_0003.txt,txt_rsta,1911
then be had to the fact that in all known cases,that,rsta_1911_0003.txt,txt_rsta,1911
This is due to the fact that small permissible errors were,that,rsta_1911_0003.txt,txt_rsta,1911
so far justified by the fact that its assumption in calculating,that,rsta_1911_0003.txt,txt_rsta,1911
might be due to the fact that another term was required,that,rsta_1911_0003.txt,txt_rsta,1911
of P is negligible. The fact that this relation occurs twice,that,rsta_1911_0003.txt,txt_rsta,1911
in its favour. As a fact it can be shown that,that,rsta_1911_0003.txt,txt_rsta,1911
of Cs points to the fact that the denominator of the,that,rsta_1911_0003.txt,txt_rsta,1911
"evidence is in the striking fact that the Dy and D,,",that,rsta_1911_0003.txt,txt_rsta,1911
may still hold that in fact the limit is the true,that,rsta_1911_0003.txt,txt_rsta,1911
"the other hand, is the fact that a similar relation shows",that,rsta_1911_0003.txt,txt_rsta,1911
"better, in view of the fact that some of the corrections",that,rsta_1911_0003.txt,txt_rsta,1911
S series arises from the fact that VS (1) does not,that,rsta_1911_0003.txt,txt_rsta,1911
finite range; corresponding to the fact that there are only a,that,rsta_1911_0009.txt,txt_rsta,1911
"successive approximations to P, The fact that any multiple of an",that,rsta_1911_0009.txt,txt_rsta,1911
"= —15°35, and by the fact that it vanishes where the",that,rsta_1911_0009.txt,txt_rsta,1911
disappearance of the bands. The fact that during the operation of,that,rsta_1911_0001.txt,txt_rsta,1911
"these considerations, combined with the fact that 40,000-to-the-inch rulings are approximately",that,rsta_1911_0001.txt,txt_rsta,1911
"electric thermostat; that is, the fact that the rulings now being",that,rsta_1911_0001.txt,txt_rsta,1911
"Now, in view of the fact that there was only a",that,rsta_1911_0006.txt,txt_rsta,1911
in the pressure regulator. The fact that the bell was in,that,rsta_1911_0006.txt,txt_rsta,1911
Pp is due to the fact that the platinum loops (see,that,rsta_1911_0006.txt,txt_rsta,1911
(5) A correction for the fact that the volume of the,that,rsta_1911_0006.txt,txt_rsta,1911
is possibly owing to this fact that these measurements give values,that,rsta_1911_0006.txt,txt_rsta,1911
assumption being justified by the fact that the temperature conditions were,that,rsta_1911_0006.txt,txt_rsta,1911
specific heat increased ; the fact that the value of S,that,rsta_1911_0006.txt,txt_rsta,1911
Correcting this value for the fact that Jony used the value,that,rsta_1911_0006.txt,txt_rsta,1911
"Z’) is continuous, but the fact that we have no right",that,rsta_1911_0005.txt,txt_rsta,1911
"still, however, remember the probable fact that K itself will be",that,rsta_1911_0005.txt,txt_rsta,1911
against this assumption is the fact that the rat which died,that,rstb_1912_0001.txt,txt_rstb,1912
at least 24 hours. The fact that five times the minimum,that,rstb_1912_0001.txt,txt_rstb,1912
we drew attention to the fact that the power % in,that,rstb_1912_0006.txt,txt_rstb,1912
This is shown by the fact that if the animals be,that,rstb_1912_0006.txt,txt_rstb,1912
"Wison’s, adding, however, the interesting fact that active division of many",that,rstb_1912_0005.txt,txt_rstb,1912
"of cones, Apart from the fact that they are much more",that,rstb_1912_0003.txt,txt_rstb,1912
"represent mineralised nuclei, but the fact that cells often contain two",that,rstb_1912_0003.txt,txt_rstb,1912
evidence is furnished from the fact that leaves of this type,that,rstb_1912_0003.txt,txt_rstb,1912
conditions of growth. Beyond the fact that the leaves on thicker,that,rstb_1912_0003.txt,txt_rstb,1912
very small diameter. Possibly this fact indicates that the transpiration current,that,rstb_1912_0003.txt,txt_rstb,1912
"all the specimens, and this fact alone indicates that it had",that,rstb_1912_0003.txt,txt_rstb,1912
it is a fairly general fact that sun plants have shorter,that,rstb_1912_0003.txt,txt_rstb,1912
"room for any), yet the fact that the xylem forms a",that,rstb_1912_0003.txt,txt_rstb,1912
series of lateral arm-plates. This fact teaches that the second of,that,rstb_1912_0007.txt,txt_rstb,1912
rod is suggested by the fact that the space intervening between,that,rstb_1912_0007.txt,txt_rstb,1912
time merely to recognise the fact that there has been a,that,rstb_1912_0007.txt,txt_rstb,1912
he does not mention the fact that the specimens labelled as,that,rstb_1912_0007.txt,txt_rstb,1912
"no doubt owing to this fact that ad,, instead of articulating",that,rstb_1912_0007.txt,txt_rstb,1912
"of an under arm-plate, the fact that they are double being",that,rstb_1912_0007.txt,txt_rstb,1912
is rendered possible by the fact that plaster cast upon freshly-set,that,rstb_1912_0007.txt,txt_rstb,1912
thickness is due to the fact that it is impossible to,that,rstb_1912_0007.txt,txt_rstb,1912
"who, while allowing that the fact of the odontoblasts being of",that,rstb_1912_0010.txt,txt_rstb,1912
"many years ago, though the fact that no other horizon is",that,rstb_1912_0008.txt,txt_rstb,1912
"present difficulties originate from the fact that the horizons, as determined",that,rstb_1912_0008.txt,txt_rstb,1912
"may be called to the fact that an essentially similar problem,",that,rstb_1912_0008.txt,txt_rstb,1912
scarcely necessary to emphasise the fact that the problem to be,that,rstb_1912_0008.txt,txt_rstb,1912
It is a very remarkable fact that they are of the,that,rstb_1912_0009.txt,txt_rstb,1912
being greatly emphasised by the fact that there are two of,that,rstb_1912_0009.txt,txt_rstb,1912
is greatly enhanced hy the fact that I have received from,that,rstb_1912_0009.txt,txt_rstb,1912
to take note of the fact that the kind and size,that,rstb_1912_0009.txt,txt_rstb,1912
"those of East Anglia, the fact that there is no trace",that,rstb_1912_0009.txt,txt_rstb,1912
can be explained by the fact that the makers of the,that,rstb_1912_0009.txt,txt_rstb,1912
to another. Also from the fact that paralytic signs after the,that,rstb_1912_0004.txt,txt_rstb,1912
pas été trés satisfaisant.” The fact that in Poland no further,that,rstb_1912_0004.txt,txt_rstb,1912
possibility is shown by the fact that in two out of,that,rstb_1912_0004.txt,txt_rstb,1912
"were probably due to the fact that the animals, after so",that,rstb_1912_0004.txt,txt_rstb,1912
"regenerated, as shown by the fact that the galvanic current evoked",that,rstb_1912_0004.txt,txt_rstb,1912
This was indicated by the fact that there was contracture present,that,rstb_1912_0004.txt,txt_rstb,1912
THE Tt is a remarkable fact that this elegant result appears,that,rsta_1912_0009.txt,txt_rsta,1912
"@,) is remarkable from the fact that GE (05 a,,.ds, ..-,",that,rsta_1912_0009.txt,txt_rsta,1912
"these assumptions lies in the fact that we consider a, and",that,rsta_1912_0007.txt,txt_rsta,1912
"very slow cooling, and the fact that the alloys were allowed",that,rsta_1912_0008.txt,txt_rsta,1912
in part from the 8 fact that it occurs so soon,that,rsta_1912_0008.txt,txt_rsta,1912
this discrepancy lies in the fact that although alloys cooled with,that,rsta_1912_0008.txt,txt_rsta,1912
"this heat evolution, and this fact would suggest that the thermal",that,rsta_1912_0008.txt,txt_rsta,1912
particularly in view of the fact that in the great majority,that,rsta_1912_0008.txt,txt_rsta,1912
The reason lies in the fact that even the homogeneous alloys,that,rsta_1912_0008.txt,txt_rsta,1912
a difficulty occurs from the fact that the low pressures are,that,rsta_1912_0006.txt,txt_rsta,1912
is partly due to the fact that the bursting- point of,that,rsta_1912_0006.txt,txt_rsta,1912
the angular momentum. From the fact that a persistent wind produces,that,rsta_1912_0006.txt,txt_rsta,1912
enlargement is based on the fact that the mean temperature shown,that,rsta_1912_0006.txt,txt_rsta,1912
may be deduced from the fact that the formation of cirrus,that,rsta_1912_0006.txt,txt_rsta,1912
"it an explanation of the fact that the value of H,",that,rsta_1912_0006.txt,txt_rsta,1912
and 8.E. trade winds. The fact that from a station in,that,rsta_1912_0006.txt,txt_rsta,1912
was also complicated by the fact that the gas was not,that,rsta_1912_0012.txt,txt_rsta,1912
Another. It is an undoubted fact that molecules attract one another,that,rsta_1912_0012.txt,txt_rsta,1912
velocities after molecular collisions. The fact that this important consideration had,that,rsta_1912_0012.txt,txt_rsta,1912
cause was traced to the fact that the lower surface of,that,rsta_1912_0005.txt,txt_rsta,1912
the second series to the fact that the runs were longer,that,rsta_1912_0005.txt,txt_rsta,1912
the third to the additional fact that the correction for heating,that,rsta_1912_0005.txt,txt_rsta,1912
special weight owing to the fact that the thermometer and the,that,rsta_1912_0005.txt,txt_rsta,1912
that the minimum is in fact at about 25° C. by,that,rsta_1912_0005.txt,txt_rsta,1912
that the minimum is in fact in the neighbourhood of 25°,that,rsta_1912_0005.txt,txt_rsta,1912
may be connected with the fact that at 30° C. the,that,rsta_1912_0005.txt,txt_rsta,1912
as are necessary from the fact that the characteristic function is,that,rsta_1912_0004.txt,txt_rsta,1912
follows at once from the fact that we have throughout left,that,rsta_1912_0004.txt,txt_rsta,1912
"therefore, in virtue of the fact that the n term converges",that,rsta_1912_0004.txt,txt_rsta,1912
seem to have overlooked the fact that the yalue of m,that,rsta_1912_0004.txt,txt_rsta,1912
"This result follows from the fact that ""sin 3 (2n~1)¢ *",that,rsta_1912_0004.txt,txt_rsta,1912
aaBB aB|aB 2 oe The fact is that the alternatives (i),that,rsta_1912_0003.txt,txt_rsta,1912
with the lattice arrangements. The fact that M 2 84 MAJOR,that,rsta_1912_0003.txt,txt_rsta,1912
"present series of experiments, the fact that the difference of ON",that,rsta_1912_0001.txt,txt_rsta,1912
This is due to the fact that the lines do appear,that,rsta_1912_0002.txt,txt_rsta,1912
is borne out by the fact that on one photograph at,that,rsta_1912_0002.txt,txt_rsta,1912
voltage of the supply. The fact that the majority of the,that,rsta_1912_0002.txt,txt_rsta,1912
and K.—In spite of the fact that the spectrum of gold,that,rsta_1912_0002.txt,txt_rsta,1912
is not confirmed by the fact that H and K appear,that,rsta_1912_0002.txt,txt_rsta,1912
"(b) Unsymmetrical—unilateral. 02, 4315°45 The fact that at high pressures, e.g.,",that,rsta_1912_0002.txt,txt_rsta,1912
"at different pressures, and the fact that the displace- ments have",that,rsta_1912_0002.txt,txt_rsta,1912
"the simpler relation; but the fact that all the gold lines,",that,rsta_1912_0002.txt,txt_rsta,1912
taken in conjunction with the fact that the copper lines are,that,rsta_1912_0002.txt,txt_rsta,1912
been found. Apart from the fact that forms with foliage of,that,rstb_1913_0002.txt,txt_rstb,1913
"however, is determined by the fact that they are clearly overlain",that,rstb_1913_0002.txt,txt_rstb,1913
Further difficulties arise from the fact that as the new fossil,that,rstb_1913_0002.txt,txt_rstb,1913
also acknowledge with thanks the fact that some of the expenses,that,rstb_1913_0002.txt,txt_rstb,1913
involved. In view of the fact that the vertical distance between,that,rstb_1913_0003.txt,txt_rstb,1913
to be recognised by the fact that they have increased in,that,rstb_1913_0005.txt,txt_rstb,1913
the number of deaths. The fact that wild flies do not,that,rstb_1913_0005.txt,txt_rstb,1913
is little doubt from the fact that these forms can be,that,rstb_1913_0005.txt,txt_rstb,1913
this kind of observation. The fact that the divisions are so,that,rstb_1913_0005.txt,txt_rstb,1913
"I imagine, owing to the fact that the interest has been",that,rstb_1913_0005.txt,txt_rstb,1913
"arises here, owing to the fact that in normal animals the",that,rstb_1913_0007.txt,txt_rstb,1913
figures of typical specimens. The fact that he does not mention,that,rstb_1913_0007.txt,txt_rstb,1913
results to my own. The fact that individuals can acquire the,that,rstb_1913_0007.txt,txt_rstb,1913
cannot be responsible for the fact that the normal amount of,that,rstb_1913_0001.txt,txt_rstb,1913
BraveEr’s conclusion that the essential fact in the history of the,that,rstb_1913_0001.txt,txt_rstb,1913
the sequel that every new fact recorded by us is in,that,rstb_1913_0006.txt,txt_rstb,1913
and is due to the fact that want of oxygen aids,that,rstb_1913_0006.txt,txt_rstb,1913
"hyperpnoea, as shown by the fact that the alveolar CO, percentage",that,rstb_1913_0006.txt,txt_rstb,1913
"on Mr. Futter, and the fact that it takes two or",that,rstb_1913_0006.txt,txt_rstb,1913
as probably due to the fact that the oxygen percentage in,that,rstb_1913_0006.txt,txt_rstb,1913
"greatly increased during work, this fact indicating that during natural hyper-",that,rstb_1913_0006.txt,txt_rstb,1913
this phenomenon is doubtless the fact that in the smaller bronchioles,that,rstb_1913_0006.txt,txt_rstb,1913
observations were complicated by the fact that after the exertion there,that,rstb_1913_0006.txt,txt_rstb,1913
is due firstly to the fact that the normal level of,that,rstb_1913_0006.txt,txt_rstb,1913
track. VI. Periodic Breathing. The fact that at high altitudes the,that,rstb_1913_0006.txt,txt_rstb,1913
breathed were vitiated by the fact that the rate of respiratory,that,rstb_1913_0006.txt,txt_rstb,1913
"is essentially due to the fact that the excitation, in so",that,rstb_1913_0006.txt,txt_rstb,1913
with periodic breathing is the fact that any temporary holding of,that,rstb_1913_0006.txt,txt_rstb,1913
very likely account for the fact that the oxygen consumption per,that,rstb_1913_0006.txt,txt_rstb,1913
an hour. Coupled with the fact that the alteration of the,that,rstb_1913_0006.txt,txt_rstb,1913
is bound up with the fact that we were taking an,that,rstb_1913_0006.txt,txt_rstb,1913
condition is shown by the fact that in all of us,that,rstb_1913_0006.txt,txt_rstb,1913
significant in view of the fact that he has an unusually,that,rstb_1913_0006.txt,txt_rstb,1913
should be laid upon the fact that neither in ourselves nor,that,rstb_1913_0006.txt,txt_rstb,1913
"amplitude, which accords with the fact that the subject (a telegrapher)",that,rstb_1913_0006.txt,txt_rstb,1913
body. Adding to this the fact that the blood volume is,that,rstb_1913_0006.txt,txt_rstb,1913
"Peak, in spite of the fact that the initial oxygen pressure",that,rstb_1913_0006.txt,txt_rstb,1913
we take into account the fact that the blood loses a,that,rstb_1913_0006.txt,txt_rstb,1913
this indirect action is the fact that the lips and faces,that,rstb_1913_0006.txt,txt_rstb,1913
alkalinity of the blood. The fact that the alkalinity of the,that,rstb_1913_0006.txt,txt_rstb,1913
"capillaries, we may mention the fact that it seemed to us",that,rstb_1913_0006.txt,txt_rstb,1913
different observers arises from the fact that they are expressed in,that,rsta_1913_0001.txt,txt_rsta,1913
to have arisen from the fact that some of the results,that,rsta_1913_0001.txt,txt_rsta,1913
"the exchanger, and to the fact that the distribution of temperature",that,rsta_1913_0001.txt,txt_rsta,1913
formule for other elements. The fact that the series depends in,that,rsta_1913_0002.txt,txt_rsta,1913
"A, is due to the fact that except for Ba A",that,rsta_1913_0002.txt,txt_rsta,1913
on the right lines. The fact that ‘014 and ‘0437 are,that,rsta_1913_0002.txt,txt_rsta,1913
of the solid metal. The fact that the terms depend on,that,rsta_1913_0002.txt,txt_rsta,1913
against this allocation is the fact that they do not lie,that,rsta_1913_0002.txt,txt_rsta,1913
a second. Owing to the fact that the mercury in D,that,rsta_1913_0007.txt,txt_rsta,1913
This is due to the fact that the paths of the,that,rsta_1913_0007.txt,txt_rsta,1913
support is derived from the fact that the photo-electric effect sets,that,rsta_1913_0007.txt,txt_rsta,1913
introduce a term expressing the fact that the temperature at any,that,rsta_1913_0012.txt,txt_rsta,1913
necessary in view of the fact that (13) is obtained according,that,rsta_1913_0012.txt,txt_rsta,1913
¢ take into account the fact that both the incident and,that,rsta_1913_0012.txt,txt_rsta,1913
"satisfactory, in spite of the fact that the mean values of",that,rsta_1913_0012.txt,txt_rsta,1913
air- temperature records in the fact that the minimum in the,that,rsta_1913_0012.txt,txt_rsta,1913
beam is proved by the fact that the sensibility of the,that,rsta_1913_0008.txt,txt_rsta,1913
"of this, combined with the fact that the inner or carbon",that,rsta_1913_0008.txt,txt_rsta,1913
is primarily attributed to the fact that the fluctuations in the,that,rsta_1913_0008.txt,txt_rsta,1913
laid great stress upon the fact that the volwmes of the,that,rsta_1913_0008.txt,txt_rsta,1913
grating spectrum (b) by the fact that the stray light would,that,rsta_1913_0009.txt,txt_rsta,1913
"a standard, owing to the fact that the lines D, and",that,rsta_1913_0009.txt,txt_rsta,1913
reasonable in view of the fact that readings concordant within about,that,rsta_1913_0009.txt,txt_rsta,1913
term is shown by the fact that whilst the concordance between,that,rsta_1913_0009.txt,txt_rsta,1913
is clearly shown by the fact that the next homologue phenylethyl-carbinol,that,rsta_1913_0009.txt,txt_rsta,1913
well adapted for numerical calculation—a fact that does not given by,that,rsta_1913_0005.txt,txt_rsta,1913
"see that the somewhat remarkable fact that two functions w, y",that,rsta_1913_0005.txt,txt_rsta,1913
that these numbers are in fact the same as those found,that,rsta_1913_0005.txt,txt_rsta,1913
to 20 kg./em.%. From the fact that the difference between the,that,rsta_1913_0004.txt,txt_rsta,1913
7. Discussion of Results. The fact that the melting-point curves of,that,rsta_1913_0004.txt,txt_rsta,1913
"with changing temperature, but the fact that a volume factor, as",that,rsta_1913_0004.txt,txt_rsta,1913
smallest spot area. §5. The fact that this second investigation gives,that,rsta_1913_0003.txt,txt_rsta,1913
something to do with the fact that days of large spot,that,rsta_1913_0003.txt,txt_rsta,1913
"as a whole, and the fact that the apparent sunspot influence",that,rsta_1913_0003.txt,txt_rsta,1913
"number than 10, while the fact that the majority of the",that,rsta_1913_0003.txt,txt_rsta,1913
"different stations vary, and the fact that the scale of values",that,rsta_1913_0003.txt,txt_rsta,1913
"This fact, and the further fact that the earlier, or secondary,",that,rsta_1913_0003.txt,txt_rsta,1913
prior to day n—15. The fact that the data from H,that,rsta_1913_0003.txt,txt_rsta,1913
each other’s work. A second fact in its favour was that,that,rsta_1913_0003.txt,txt_rsta,1913
"were mainly due to the fact that two outstanding ranges, respectively",that,rsta_1913_0003.txt,txt_rsta,1913
con- sequence of the known fact that while a highly disturbed,that,rsta_1913_0003.txt,txt_rsta,1913
thus nothing surprising in the fact that the D and H,that,rsta_1913_0003.txt,txt_rsta,1913
